"X60mins","X240mins","X480mins","X720mins","X1440mins","X2160mins","X3600mins"
"AT1G67710",27.338,12.278,9.333,7.334,6.923,9.075,8.497
"AT4G39780",5.254,5.567,6.864,8.768,12.675,15.973,24.737
"AT3G11450",25.421,36.264,34.299,39.413,45.569,39.495,43.228
"AT3G13040",45.425,35.85,37.936,41.736,47.037,50.1,54.152
"AT3G50330",23.313,23.043,23.481,26.791,24.85,17.984,7.626
"AT5G39860",17.384,21.621,29.117,30.873,21.057,18.296,12.68
"AT5G51790",7.761,13.457,15.521,19.489,23.545,25.066,23.392
"AT4G17230",13.145,13.687,13.749,14.753,20.58,22.237,29.336
"AT1G21450",13.607,15.387,15.174,16.255,23.762,24.261,29.468
"AT5G39660",7.482,7.246,9.407,11.7,14.287,18.334,23.306
"AT2G42400",12.072,15.643,17.411,18.409,22.849,24.94,28.682
"AT3G02550",9.492,12.686,13.405,14.279,15.901,21.099,26.195
"AT3G50750",6.82,9.523,10.521,11.752,15.638,18.068,22.58
"AT5G67060",43.758,44.757,40.349,43.955,40.942,40.194,29.098
"AT2G20570",31.14,20.514,18.091,19.313,17.955,18.749,27.836
"AT3G21330",23.464,20.227,23.171,30.339,34.141,28.386,20.434
"AT1G72650",15.192,17.598,16.921,17.579,21.429,24.029,30.194
"AT1G75710",19.617,17.179,15.431,13.52,11.237,7.976,4.888
"AT4G36540",83.819,73.888,72.398,76.063,79.424,78.025,68.153
"AT2G39250",19.685,8.216,7.856,5.685,7.064,5.704,5.638
"AT1G14410",15.955,13.664,11.087,8.439,5.232,3.764,3.333
"AT2G31280",19.021,18.206,18.498,17.485,24.255,25.721,30.52
"AT3G12820",11.047,16.088,16.422,16.415,14.114,8.979,3.276
"AT5G15150",25.063,27.52,31.061,35.458,33.898,31.296,21.679
"AT2G44430",11.159,12.628,12.311,13.963,17.838,21.041,23.605
"AT5G63420",21.315,16.756,16.305,13.797,11.718,8.308,8.36
"AT5G57620",10.881,11.622,10.47,13.359,19.16,19.973,21.449
"AT2G40970",20.41,27.31,28.366,30.374,32.719,35.106,29.391
"AT1G68810",11.077,12.22,11.44,12.254,15.471,19.516,23.059
"AT2G40140",23.37,23.408,22.023,20.648,27.193,25.919,34.142
"AT4G16141",20.902,15.649,14.45,13.846,10.322,8.652,8.164
"AT4G14410",22.858,24.23,25.425,26.227,29.084,32.321,35.169
"AT1G17520",9.531,10.254,10.361,11.616,15.578,18.088,20.995
"AT4G02590",33.026,28.636,25.938,25.925,27.183,31.837,37.706
"AT5G60450",23.526,22.233,19.177,16.465,14.026,13.098,13.218
"AT5G12850",32.601,26.55,24.59,25.089,21.006,20.773,21.727
"AT1G14685",26.724,36.516,34.698,30.739,29.297,26.319,26.341
"AT5G52010",17.242,13.322,11.762,10.02,7.205,5.895,6.672
"AT1G61660",8.571,8.451,8.998,9.444,14.207,16.526,18.03
"AT2G02740",13.373,10.687,8.959,6.428,4.565,2.889,2.98
"AT3G60630",24.934,23.538,22.085,20.488,18.951,16.616,13.451
"AT5G06110",17.621,18.679,17.901,21.463,25.139,23.166,28.001
"AT4G14540",28.454,23.616,23.341,24.359,20.14,19.337,16.429
"AT2G41710",7.567,12.021,14.462,14.447,17.666,17.344,18.982
"AT4G00050",14.978,7.601,6.957,5.411,4.921,4.07,3.401
"AT1G64380",8.953,6.464,6.333,7.938,12.035,14.071,16.37
"AT5G22290",5.125,5.628,6.343,8.121,12.847,14.314,12.734
"AT5G49520",5.989,4.646,4.542,5.67,9.74,9.229,15.198
"AT3G60390",16.268,20.145,23.22,24.681,23.541,23.012,14.98
"AT3G52250",14.109,15.779,15.51,15.579,20.593,20.456,24.483
"AT5G25220",21.602,16.458,14.099,14.647,20.584,21.635,23.526
"AT1G28520",12.524,14.872,15.965,15.753,18.268,20.764,23.601
"AT1G29950",31.409,25.556,24.981,22.59,20.013,21.377,24.535
"AT2G31070",18.127,11.786,9.817,8.456,8.076,7.395,9.41
"AT4G13640",15.174,22.136,24.237,24.334,26.727,22.032,21.328
"AT3G12977",2.697,4.518,4.537,5.732,8.927,9.806,12.764
"AT1G73830",4.844,9.646,11.762,14.197,11.344,11.551,16.179
"AT2G21320",11.088,2.086,1.866,2.128,1.662,1.221,1.128
"AT1G30500",6.595,5.872,6.46,6.108,11.344,12.027,14.349
"AT3G50890",11.427,13.768,13.363,11.765,9.421,7.48,4.062
"AT2G46810",16.191,10.17,10.523,10.558,10.153,7.399,4.873
"AT1G14440",13.29,12.852,10.532,9.86,7.643,5.612,4.299
"AT1G67310",17.66,21.588,22.486,22.447,26.463,25.968,27.507
"AT3G18010",10.881,11.143,9.552,10.027,8.68,5.476,1.785
"AT4G00480",10.75,5.559,3.99,2.86,1.777,1.449,1.048
"AT5G26880",31.433,31.038,33.09,31.422,25.617,24.371,27.044
"AT2G20880",1.174,1.762,1.861,1.971,4.072,3.718,10.931
"AT4G10240",1.796,5.111,7.082,9.583,9.1,3.986,1.445
"AT1G50420",18.173,14.651,15.322,17.846,20.204,20.854,23.94
"AT4G17810",21.116,17.474,14.865,13.142,12.146,12.59,13.688
"AT3G02380",17.61,7.389,11.143,9.616,9.2,11.037,11.434
"AT5G06800",8.42,10.344,9.762,11.802,15.592,16.558,15.082
"AT1G71260",15.483,12.581,11.03,9.947,7.503,6.519,7.611
"AT1G03040",25.138,21.619,21.444,20.751,22.346,24.428,29.962
"AT1G74250",8.81,9.061,8.716,9.91,13.248,12.678,17.267
"AT1G59750",35.627,36.526,37.616,35.742,41.236,42.352,42.563
"AT5G57150",16.385,12.274,11.862,10.592,8.043,8.578,7.437
"AT3G12480",14.218,16.236,15.659,15.957,20.236,20.641,22.324
"AT1G28050",10.923,12.761,14.174,14.67,17.586,18.755,18.854
"AT4G09460",16.669,21.983,24.464,24.471,18.73,20.787,18.39
"AT4G29100",18.263,16.951,17.52,18.792,21.789,24.117,23.944
"AT4G18020",23.283,18.404,15.387,14.633,15.811,15.243,16.76
"AT4G24060",16.646,19.903,20.401,20.642,23.609,25.722,23.335
"AT5G12840",16.662,13.391,15.107,14.899,19.569,20.774,20.236
"AT1G72050",21.64,15.111,14.56,14.183,14.31,12.424,14.95
"AT5G08790",15.825,13.903,14.544,13.54,15.799,15.165,21.968
"AT4G37740",10.479,12.96,11.849,12.399,9.43,7.656,5.131
"AT1G02220",10.96,6.909,7.359,6.995,5.958,3.475,2.344
"AT1G80010",10.973,10.528,10.244,12.03,14.158,15.456,17.429
"AT4G31650",14.492,15.668,16.535,15.518,12.665,10.29,9.532
"AT2G42280",3.199,3.872,3.768,4.386,5.551,6.668,11.114
"AT1G58110",25.591,31.228,26.916,22.974,25.339,25.421,23.52
"AT3G55980",11.765,9.489,9.928,8.107,9.104,8.932,16.06
"AT3G51120",12.593,14.012,14.485,15.329,18.973,18.511,19.253
"AT3G50650",3.803,4.053,4.104,4.583,5.719,8.01,10.952
"AT5G67580",17.091,15.973,16.557,14.858,13.091,12.572,12.241
"AT5G67300",21.898,16.844,16.972,20.065,21.43,20.892,27.108
"AT5G67190",5.541,6.71,7.539,7.453,9.386,9.459,9.541
"AT5G66940",0.45,0.642,0.262,0.362,0.204,0.189,0.154
"AT5G66730",17.113,15.291,15.822,16.017,17.357,20.343,25.97
"AT5G66700",0.07,0.327,0.299,0.49,2.082,2.913,1.736
"AT5G66300",1.082,1.179,1.351,1.567,3.085,3.386,3.974
"AT5G65640",10.898,11.491,9.541,9.064,7.452,6.736,6.306
"AT5G65510",1.18,1.119,0.911,0.927,0.812,0.723,0.612
"AT5G65410",20.333,13.837,12.002,10.826,7.79,5.29,5.144
"AT5G65310",95.472,77.811,67.804,62.023,57.239,54.148,51.308
"AT5G65210",18.465,20.422,21.938,23.694,28.892,31.89,37.085
"AT5G65130",0.247,0.322,0.362,0.544,0.456,0.288,0.102
"AT5G64750",1.09,1.49,1.051,1.216,1.624,1.438,2.53
"AT5G64220",18.648,17.752,17.611,17.154,18.069,18.807,18.494
"AT5G64060",0.988,0.793,0.731,0.59,0.375,0.225,0.418
"AT5G63790",30.311,32.205,34.507,33.423,43.009,36.652,43.464
"AT5G63260",12.45,14.505,13.991,15.938,17.585,18.602,20.145
"AT5G63090",0.327,0.488,0.314,0.558,0.218,0.244,0.366
"AT5G62940",4.024,4.601,4.8,4.234,4.286,4.276,3.736
"AT5G62470",17.591,16.221,16.814,16.997,30.283,30.588,44.818
"AT5G62380",1.542,1.352,1.444,1.444,1.695,1.018,0.43
"AT5G62320",0.021,0.022,0.088,0.044,0.02,0.07,0.048
"AT5G62020",11.264,9.78,9.999,9.119,11.486,10.567,11.679
"AT5G62000",74.898,87.986,88.034,93.722,110.164,105.094,110.635
"AT5G61850",0.115,0.106,0.066,0.268,0.2,0.264,0.177
"AT5G61620",0.068,0.062,0.068,0.023,0,0.046,0.026
"AT5G61590",27.665,47.87,46.98,52.636,56.011,62.895,84.739
"AT5G61420",2.57,1.849,1.138,0.837,0.489,0.313,0.323
"AT5G61380",31.404,33.422,46.545,45.493,82.118,91.915,98.297
"AT5G60890",45.809,25.415,19.588,15.573,11.992,10.469,6.771
"AT5G60850",26.313,31.855,37.577,39.574,43.761,56.026,73.45
"AT5G60690",17.197,15.765,15.058,14.498,11.061,10.876,10.282
"AT5G60200",7.498,8.418,8.207,8.81,11.307,9.209,9.651
"AT5G60130",0.034,0.214,0.048,0.057,0.03,0,0.048
"AT5G59820",12.337,12,11.55,9.865,14.878,8.78,10.334
"AT5G59430",14.038,12.79,12.965,12.788,13.992,15.2,17.291
"AT5G58900",22.502,20.232,18.727,17.873,16.625,14.103,12.428
"AT5G58850",0,0,0,0,0,0,0
"AT5G56860",24.496,22.111,20.861,20.455,21.291,17.024,14.686
"AT5G56840",0.3,0.19,0.145,0.07,0.024,0.022,0.066
"AT5G56270",6.255,6.947,7.315,8.124,10.617,10.375,11.567
"AT5G56110",0,0.02,0.024,0.052,0.022,0.049,0.08
"AT5G54930",3.423,2.247,3.104,2.824,3.193,3.713,4.549
"AT5G54680",66.904,76.458,77.217,84.064,96.972,116.963,130.363
"AT5G54230",2.075,0.746,0.974,1.227,1.383,1.674,1.852
"AT5G53950",0.858,0.686,0.576,0.601,0.61,0.658,0.639
"AT5G52830",3.219,4.162,4.075,4.29,5.47,6.056,7.091
"AT5G52660",7.107,6.723,7.494,6.769,8.977,8.712,9.195
"AT5G52020",0.657,0.201,0.274,0.225,0.158,0.347,0.044
"AT5G51990",0.377,0.42,0.287,0.162,0.262,0.216,0.127
"AT5G51190",0,0,0,0,0,0,0
"AT5G50670",0,0,0,0,0,0,0
"AT5G48150",28.162,24.947,26.312,25.62,23.733,25.111,26.914
"AT5G47660",4.098,4.101,3.875,4.706,4.768,4.635,5.284
"AT5G47640",36.529,30.886,33.637,31.544,38.808,39.293,33.492
"AT5G47390",28.75,35.781,37.501,42.181,52.695,54.643,55.344
"AT5G47370",45.52,44.35,48.853,55.705,52.373,60.291,46.942
"AT5G47230",2.902,2.53,3.088,2.999,3.268,3.794,5.602
"AT5G47220",0.496,0.938,1.012,0.992,0.72,0.414,0.601
"AT5G46830",0.014,0,0,0,0,0,0
"AT5G46590",0.742,0.828,0.747,0.732,0.415,0.408,0.425
"AT5G46350",0.384,0.388,0.46,0.652,1.031,1.362,2.531
"AT5G45580",0.294,0.482,0.59,0.298,0.246,0.372,0.344
"AT5G45300",8.127,8.398,7.1,6.028,4.986,4.3,4.645
"AT5G44210",1.022,1.82,2.308,2.626,2.813,3.317,4.347
"AT5G43840",0.496,0.897,0.945,1.228,4.391,7.804,11.781
"AT5G43700",120.32,126.335,147.582,134.941,111.167,113.121,106.716
"AT5G41570",0.028,0.022,0.027,0,0,0,0.054
"AT5G41315",1.439,0.621,0.479,0.403,0.214,0.231,0.118
"AT5G39820",0.087,0.116,0.091,0.026,0.054,0,0
"AT5G39760",13.253,16.898,15.68,15.117,17.466,14.665,13.418
"AT5G39610",2.336,4.808,5.538,6.77,12.995,18.127,37.625
"AT5G37020",29.65,21.325,18.542,17.406,14.021,12.866,12.523
"AT5G29000",3.232,3.691,3.312,3.492,4.015,4.353,4.492
"AT5G26660",6.602,3.791,3.541,3.909,3.371,2.724,2.01
"AT5G26210",25.493,26.172,25.099,26.246,27.236,28.191,34.788
"AT5G26170",3.995,2.796,3.214,3.348,4.869,5.01,4.966
"AT5G25810",12.438,6.135,5.125,4.111,2.37,1.832,1.204
"AT5G25190",6.804,6.383,5.839,6.811,7.558,5.951,11.68
"AT5G24110",0.068,0.016,0.036,0.078,0.254,0.112,0.244
"AT5G23930",0.331,0.33,0.266,0.168,0.232,0.217,0.216
"AT5G23280",34.617,22.958,21.402,19.646,19.206,18.454,19.349
"AT5G23000",0.157,0.167,0.099,0.052,0.019,0.05,0.243
"AT5G22990",0,0,0,0,0,0,0
"AT5G20730",20.795,21.942,22.238,22.782,28.248,28.421,26.611
"AT5G20240",1.201,2.494,2.43,3.861,5.828,8.762,14.018
"AT5G19790",0.397,0.3,0.227,0.422,0.193,0.154,0.055
"AT5G18830",13.377,11.638,11.193,11.189,11.24,11.303,12.154
"AT5G18560",0.213,0.207,0.262,0.254,0.547,0.556,0.512
"AT5G18450",0.186,0.28,0.094,0.216,0.279,0.19,0.17
"AT5G18270",6.095,4.746,5.187,5.147,5.48,6.026,8.854
"AT5G17800",0.422,0.516,0.551,0.472,0.632,0.558,0.722
"AT5G17430",0.456,0.64,0.722,0.64,0.697,0.656,0.435
"AT5G17300",22.241,20.172,29.332,27.398,32.27,30.768,29.947
"AT5G16820",5.993,8.082,8.827,8.444,9.416,9.922,10.853
"AT5G16560",11.083,10.579,10.402,10.156,14.529,16.001,17.634
"AT5G15830",21.668,26.959,31.914,35.835,34.889,41.486,31.473
"AT5G15210",19.929,16.12,14.608,14.014,11.608,12.173,12.547
"AT5G14960",1.062,1.058,1.057,0.907,0.832,0.634,0.528
"AT5G13910",1.567,1.094,1.25,1.341,1.385,1.026,0.606
"AT5G13790",3.137,2.745,2.913,2.743,2.734,3.233,3.025
"AT5G13330",13.732,12.276,13.793,17.666,32.387,35.249,59.302
"AT5G13180",41.131,27.791,28.897,27.818,38.189,42.942,68.834
"AT5G13080",1.745,1.533,1.751,2.236,3.121,4.381,6.598
"AT5G11510",2.343,2.387,2.042,1.941,1.474,1.37,0.939
"AT5G11260",37.035,16.413,12.954,10.547,15.66,16.18,19.88
"AT5G10510",2.842,3.183,2.511,2.936,3.292,2.74,2.92
"AT5G10140",5.235,4.238,5.838,6.737,7.972,10.309,14.214
"AT5G10030",6.89,8.59,7.802,7.457,7.072,6.312,6.962
"AT5G09410",24.661,23.648,22.383,20.884,23.02,22.447,24.77
"AT5G08750",7.242,6.162,5.751,5.228,4.892,4.765,4.964
"AT5G08520",17.417,24.325,26.265,26.52,35.114,36.486,36.882
"AT5G08330",35.079,24.773,24.998,25.368,18.397,20.276,21.517
"AT5G08130",43.886,45.539,41.657,45.752,68.699,69.974,71.052
"AT5G07680",7.566,6.106,6.104,7.213,7.406,8.407,9.054
"AT5G07310",0.514,0.486,0.509,0.562,0.716,1.022,0.938
"AT5G06960",12.335,12.23,11.76,11.352,11.224,12.26,13.258
"AT5G06950",6.719,6.668,6.256,6.629,6.149,6.895,7.021
"AT5G06839",5.462,5.635,6.367,5.921,5.903,6.46,5.601
"AT5G06100",9.362,8.973,9.29,9.665,13.027,14.608,14.889
"AT5G05790",3.572,2.404,2.764,2.247,2.093,2.294,2.7
"AT5G05550",7.368,9.59,9.632,9.9,11.322,12.192,12.543
"AT5G05410",17.395,20.422,19.838,19.372,33.217,24.308,18.97
"AT5G04760",5.058,5.122,5.903,5.308,7.963,7.849,8.326
"AT5G04410",34.858,29.666,31.067,30.365,31.788,33.407,36.788
"AT5G04390",0.644,0.5,0.415,0.36,0.446,0.651,0.934
"AT5G04340",3.347,3.381,3.548,4.041,5.266,5.763,10.075
"AT5G04240",9.506,11.409,10.841,10.593,14.101,12.984,13.692
"AT5G03790",0.408,0.452,0.38,0.368,0.223,0.256,0.262
"AT5G03150",44.474,42.023,44.802,45.342,48.353,48.483,43.714
"AT5G02840",83.876,95.014,103.538,107.076,96.035,99.319,120.525
"AT5G02460",1.716,1.584,1.316,1.332,1.377,1.583,1.63
"AT5G02320",1.642,2.149,2.264,2.093,2.942,3.031,3.351
"AT5G01380",1.172,1.139,1.385,1.113,2.374,1.686,2.05
"AT4G38620",18.165,10.627,10.666,7.87,5.326,3.698,4.037
"AT4G38170",4.532,4.364,4.613,4.699,4.452,4.693,5.141
"AT4G38000",0.119,0.24,0.094,0.068,0.098,0.187,0.096
"AT4G37790",27.167,30.444,33.127,37.642,47.439,52.458,59.966
"AT4G37750",6.034,5.26,4.451,4.21,3.656,2.811,2.602
"AT4G37650",13.029,14.022,15.223,16.521,15.921,17.015,16.799
"AT4G37260",30.57,37.09,38.342,42.553,46.324,56.57,68.484
"AT4G37180",19.299,19.857,18.99,18.109,20.39,20.332,20.651
"AT4G36930",28.752,28.97,28.078,26.239,37.284,33.644,29.695
"AT4G36920",6.845,8.688,8.261,7.665,7.177,8.171,8.904
"AT4G36780",52.893,57.464,65.899,77.417,99.17,107.5,107.049
"AT4G36740",0.264,0.58,0.546,0.456,1.091,0.84,1.161
"AT4G36730",57.395,53.028,64.411,81.999,119.904,152.866,161.232
"AT4G36620",0.779,0.908,0.592,0.88,0.49,0.458,0.302
"AT4G36160",1.03,0.891,1.048,1.04,0.961,1.022,0.979
"AT4G35040",13.095,13.03,13.51,13.536,11.855,12.705,14.192
"AT4G34680",4.838,4.253,4.175,4.117,4.18,5.228,5.678
"AT4G34590",6.644,3.55,3.275,2.452,2.221,2.276,3.083
"AT4G34410",0,0.062,0.034,0.024,0.032,0,0
"AT4G34000",71.867,57.026,69.135,80.016,140.953,142.805,99.65
"AT4G32800",0.489,0.287,0.336,0.24,0.434,0.368,0.454
"AT4G32730",11.333,10.187,8.734,8.575,7.87,7.089,7.006
"AT4G31800",21.053,9.011,7.649,6.079,8.338,5.191,7.995
"AT4G31060",3.63,3.947,3.758,3.224,3.58,3.731,4.752
"AT4G29230",0.961,1.438,1.398,1.526,1.838,2.048,1.898
"AT4G28610",36.806,37.529,38.74,39.084,44.731,41.521,42.779
"AT4G28500",1.374,1.24,1.42,1.781,1.544,1.875,0.826
"AT4G28140",6.74,7.123,6.921,7.014,12.464,6.46,6.373
"AT4G27950",1.909,1.884,1.39,1.774,1.561,1.492,1.814
"AT4G27410",15.432,15.856,15.767,16.355,26.191,24.869,23.803
"AT4G27330",0.016,0,0,0,0,0,0
"AT4G26640",7.036,7.021,6.741,6.954,7.601,7.28,7.094
"AT4G26150",8.066,1.706,1.443,1.611,0.788,0.705,3.25
"AT4G26030",0,0,0,0,0.038,0,0
"AT4G25490",0.46,1.208,1.174,1.049,1.234,0.402,0.2
"AT4G25480",0.122,0.121,0.186,0.158,0.054,0.05,0.016
"AT4G25470",1.836,2.237,3.538,2.034,1.957,1.006,0.844
"AT4G24470",15.684,15.575,15.993,14.184,12.186,13.37,13.841
"AT4G24240",7.372,10.208,9.903,11.957,12.407,12.488,16.511
"AT4G24020",27.227,29.259,29.182,30.444,39.862,38.183,40.63
"AT4G23980",8.267,11.831,10.165,10.302,9.974,9.093,7.883
"AT4G23550",4.376,4.121,3.883,4.41,5.957,5.304,7.056
"AT4G22680",0.403,0.442,0.616,0.61,0.335,0.503,0.44
"AT4G22070",0.22,0.296,0.468,0.602,0.375,0.856,0.407
"AT4G21750",37.12,32.581,33.617,30.965,25.853,26.556,28.215
"AT4G21080",0,0.061,0.032,0.054,0.029,0,0
"AT4G21040",0,0,0,0,0,0,0
"AT4G21030",0,0.034,0,0,0,0,0
"AT4G20380",40.235,47.294,52.201,58.646,80.584,74.54,64.877
"AT4G18960",0.01,0.01,0,0.019,0,0,0
"AT4G18890",3.061,2.603,2.26,2.307,2.5,2.49,3.357
"AT4G18880",2.74,2.989,2.668,3.142,4.364,5.262,8.722
"AT4G18770",0.048,0.042,0.013,0.009,0,0,0.014
"AT4G18450",0.094,0.039,0.024,0.055,0.137,0.07,0
"AT4G18170",1.882,2.252,2.553,2.389,3.276,2.738,4.837
"AT4G17980",0.106,0.056,0.076,0.143,0.134,0.154,0.082
"AT4G17750",5.665,5.556,5.225,5.551,7.135,7.312,8.002
"AT4G17490",2.49,2.858,3.439,3.213,4.149,4.126,5.384
"AT4G16750",2.085,2.409,3.124,2.864,3.889,2.82,2.379
"AT4G16150",23.563,33.42,39.915,46.194,69.742,77.725,97.797
"AT4G15090",9.104,8.253,7.833,7.519,9.119,9.486,9.172
"AT4G14770",6.931,5.999,4.79,4.471,3.354,2.735,1.842
"AT4G11660",5.409,3.43,3.535,3.409,3.677,4.266,5.48
"AT4G10350",0.706,0.598,0.406,0.428,0.494,0.518,0.436
"AT4G08150",55.76,46.348,41.009,39.02,55.65,53.142,50.075
"AT4G06746",0.222,0.262,0.568,0.526,0.724,0.763,1.403
"AT4G05100",7.178,4.793,4.874,4.876,7.79,5.814,3.609
"AT4G04890",50.328,39.056,39.749,34.123,29.755,26.658,26.683
"AT4G04450",0.406,0.316,0.355,0.315,0.756,1.227,1.11
"AT4G01680",32.431,17.647,19.427,21.797,17.601,19.327,21.453
"AT4G01550",3.6,4.304,4.178,3.361,3.463,3.593,3.578
"AT4G01540",2.302,1.551,1.271,1.359,1.23,1.329,0.918
"AT4G01500",0.376,0.332,0.334,0.322,0.313,0.188,0.31
"AT4G01280",6.488,6.633,6.949,6.83,6.359,7.226,9.229
"AT4G01250",5.604,8.297,9.203,12.659,18.391,19.412,28.209
"AT4G01120",26.206,29.476,34.858,37.457,53.527,58.558,65.049
"AT4G00730",24.271,25.782,25.354,27.341,21.888,22.083,27.268
"AT4G00250",0.57,0.707,0.626,0.539,0.5,0.418,0.596
"AT4G00220",1.15,1.139,1.236,2.075,2.601,2.738,2.014
"AT3G62420",81.856,69.147,66.184,57.905,39.508,43.627,50.371
"AT3G62100",0.945,0.782,0.688,1.093,0.48,0.648,0.394
"AT3G61890",9.447,12.533,18.649,23.233,42.647,44.192,43.616
"AT3G61850",8.026,8.749,8.99,9.943,15.175,18.713,20.924
"AT3G61150",22.247,20.072,19.425,18.684,16.81,16.319,19.344
"AT3G60580",0.508,0.45,0.446,0.306,0.456,0.279,0.463
"AT3G60530",58.966,152.001,205.489,259.807,333.865,328.73,255.965
"AT3G60490",1.603,2.08,2.78,2.861,3.047,3.263,2.709
"AT3G59060",27.284,14.338,18.242,23.601,32.254,35.626,41.956
"AT3G58070",0.832,0.276,0.281,0.321,0.274,0.162,0.212
"AT3G57920",0,0,0,0,0,0,0
"AT3G57230",7.812,10.904,10.019,10.875,12.384,11.249,10.459
"AT3G56850",12.599,16.468,18.518,19.637,19.825,20.555,22.974
"AT3G56400",2.029,1.834,1.906,2.353,2.532,2.551,5.563
"AT3G55370",7.481,6.882,6.645,7.075,7.474,7.857,9.384
"AT3G54810",32.001,19.607,20.464,21.95,20.468,19.895,22.092
"AT3G54620",34.574,39.257,41.85,47.551,56.871,57.763,65.699
"AT3G54340",0.02,0.108,0.018,0.084,0.036,0.06,0.126
"AT3G54320",4.095,3.702,3.905,4.157,4.728,5.065,4.614
"AT3G54220",25.583,22.172,20.708,21.162,21.139,22.102,21.72
"AT3G53340",12.972,11.186,11.952,12.16,11.588,12.321,13.626
"AT3G53200",3.835,6.195,8.965,8.743,7.99,9.631,10.636
"AT3G52440",0,0,0,0,0,0.021,0
"AT3G51060",0.908,0.816,0.59,0.873,0.643,0.374,0.576
"AT3G50410",1.992,2.431,2.639,2.278,2.25,2.557,2.885
"AT3G50260",3.458,5.447,4.809,6.752,10.16,11.686,9.037
"AT3G50060",3.417,2.998,2.388,2.102,1.318,1.22,1.893
"AT3G49530",20.755,16.094,16.837,15.306,14.7,14.437,17.602
"AT3G48430",10.454,11.167,9.284,9.15,9.573,8.825,9.514
"AT3G47620",30.022,33.781,33.523,38.323,59.645,65.094,77.349
"AT3G47500",9.362,5.882,6.831,8.399,10.599,10.38,12.823
